Caters,trendy,HasTV,NoiseLevel,OutdoorSeating,WiFi_no,business_id,stars,suggestion
0,0,0,1,0,1,LongHorn Steakhouse (9950 E Independence Blvd),3,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Triple Crown Bar & Grill (1252 Lawrence Avenue E),2,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,0,Bâton Rouge (4890 Boulevard Taschereau),2.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,0,1,Lone Star Texas Grill (200 Front Street W),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Mastro's Ocean Club (15045 N Kierland Blvd),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,2,0,0,Senior's Steak House (1397 Yonge Street),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,2,1,0,LongHorn Steakhouse (20999 Center Ridge Rd),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,3,0,1,Keg Steakhouse & Bar (12 Church Street),4,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Texas Ranch Steak House (1310 W Sugar Creek Rd),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,Applebee's Grill + Bar (3938 Medina Rd),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,Applebee's Grill + Bar (4039 Washington Rd),2.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,1,0,Yard House (6593 Las Vegas Blvd S),4,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Blackstone Steakhouse and Grill (6415 Erin Mills Pkwy),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,"Via Brasil Steakhouse on South Fort Apache and Charleston (1225 S Fort Apache Rd, Ste 100)",4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,"Outback Steakhouse (7000 E Mayo Blvd, Ste 24)",3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Maxx Seafood & Grill (160 York Boulvard),3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,0,0,Top Gun  Burgers (251 Augusta Avenue),4,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Citizens Kitchen and Bar (3950 Las Vegas Blvd S),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,1,0,"Del Frisco's Double Eagle Steakhouse (4725 Piedmont Row Dr, Ste 170)",4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,0,0,Ichiban Steakhouse & Sushi Bar (1500 Village Run Rd),3.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,"Miami Nights Grill, Bar, & Lounge (857 Columbia Rd)",2,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,Plato (2835 37th Street SW),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,1,1,Sea Salt Brazilian Grill (1902 W Roosevelt Blvd),4.5,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,1,0,0,The Haymaker Restaurant (4717 E Bell Rd),3.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Outback Steakhouse (110 Montrose West Ave),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,1,0,Moxie's Grill & Bar (41 Shawville Boulevard SE),3,You should provide catering services.
0,0,1,1,0,0,Bandera (3821 N Scottsdale Rd),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,1,0,"Ruth's Chris Steak House (7001 N Scottsdale Rd, Ste 290)",4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.
0,0,1,3,0,0,North 51 Steakhouse (2001 Airport Road NE),4.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Montana's BBQ & Bar (65 Skyway Ave),2,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,Halo Restaurant & Lounge (13226 MacLeod Trail SE),4,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,"Affy's Premium Grill (55 Lebovic Avenue, Unit 101-103)",2,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,Minder Binder (715 S Mcclintock Dr),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Applebee's Grill + Bar (3401 Steelyard Dr),2,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,Chuck's Roadhouse (283 Kingston Road E),4,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Texas Roadhouse (6095 Commerce Circle),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,"Moxie's Grill & Bar (730 100 City Centre Dr, Unit 2)",3,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,0,0,1,Country Club (3131 Las Vegas Blvd S),4,"The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Applebee's Grill + Bar (6570 Rte 60 Steubenville Pike),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,0,Twin Creeks (3333 Blue Diamond Rd),4,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Treasures Gentlemen's Club & Steakhouse (2801 Westwood Dr),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Ichiban Hibachi Steakhouse & Sushi Bar (3971 Washington Rd),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,1,0,Sapporo Japanese Steakhouse (4260 Steubenville Pike),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Stetson Scottsdale Bar (7318 E Stetson Dr),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,0,1,0,Smuggler's Inn (6920 MacLeod Trail S),4,The noise from TV may cause disturbance when customers talk with each others.
0,0,0,1,1,1,Quaker Steak & Lube (4094 Pearl Rd),3,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,0,0,Chop Chandler (2625 W Queen Creek Rd),3.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,1,1,1,1,0,Carolina Prime Restaurant & Steakhouse (225 E Woodlawn Rd),3.5,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
1,1,1,1,1,1,"Steaks R US (2740 S Alma School Rd, Ste 5)",3,"Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
0,1,0,2,0,1,Corkscrew Saloon (811 W Liberty St),4,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,0,1,"BOA Steakhouse (The Forum Shops At Caesars, 3500 Las Vegas Blvd S)",4,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Piero's Italian Cuisine (355 Convention Center Dr),4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,0,0,Milestones Restaurants (730 Matheson Boulevard West),3,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,2,0,1,Sérénité Restaurant (538 W Liberty St),4.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,"Local Bistro (20581 N Hayden Rd, Ste 115)",4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,0,1,0,"8oz Korean Steak House (4545 Spring Mountain Rd, Ste B105)",4.5,The noise from TV may cause disturbance when customers talk with each others.
0,0,0,1,0,1,Prime Rib Steakhouse (740 W Superior Ave),3.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,"Hot Stone Grill (17015 Kenton Dr, Ste 105)",3.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,Tony Roma's (620 E Sahara Ave),3,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,1,0,Texas Roadhouse (7341 Northcliff Ave),3.5,You should provide catering services.
0,0,1,2,1,0,Mr. Lucky's 24-7 (4455 Paradise Rd),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,0,0,Nouveau Bistro & Lounge (7590 Fredle Dr),4,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,1,0,3,0,0,"Ruth's Chris Steak House (3900 Paradise Rd, Ste 121)",3.5,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,"Camelot Steakhouse (Excalibur Hotel And Casino, 3850 Las Vegas Blvd S)",3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Sizzler (10460 N 28th Dr),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Caledon Burger Co (16057 Airport Road),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,1,1,Bairrada Churrasqueira (1560 Dundas Street W),3,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,"Oscar's Steakhouse (Plaza Hotel & Casino, 1 Main St)",4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,0,1,STK Las Vegas (3708 Las Vegas Blvd S),4,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,Outback Steakhouse (3411 Las Vegas Blvd S),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,0,0,0,Whistlers Kitchen & Bar Wood-Fired (36816 Detroit Rd),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Green Valley Ranch Resort & Spa (2300 Paseo Verde Pkwy),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Morels French Steakhouse & Bistro (3325 Las Vegas Blvd S),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,0,0,0,"Wildfish Seafood Grille (7135 E Camelback Rd, Ste 130)",4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,2,0,0,Nicky & Smitty's Deli Restaurant (1021 N Aurora Rd),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,1,Brooklin Pour House (1 Way Street),2,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,1,0,Center Stage Restaurant (1 S Main St),4.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,1,1,Bâton Rouge Steakhouse & Bar (218 Yonge Street),3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,2,1,0,"Geisha House Steak & Sushi (6125 S Fort Apache Rd, Ste 200)",3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,1,1,0,0,0,"Ruth's Chris Steak House (Harrah's Las Vegas Hotel & Casino, 3475 Las Vegas Boulevard South)",4,"Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,0,Applebee's Grill + Bar (2720 W Bell Rd),2.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,0,Ferris Steak House & Tavern (2589 Wooster Rd),3.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Train 344 (283 Chemin de la Grande-Côte),4.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,Harry's Steakhouse & Banquet Center (5664 Brecksville Rd),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Ranchman's Cookhouse & Dancehall (9615 Macleod Trail SW),3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,"Bonsai Japanese Steak & Sushi (7315 S Rainbow Blvd, Ste100)",4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,Steak ’n Shake (650 E Waterfront Dr),2,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,Steak Supreme (4033 Gordon Baker Road),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,0,0,"Pampas Churrascaria Brazilian Grille (3663 S Las Vegas Blvd, Ste 610)",3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,"Neros (Caesars Palace, 3570 Las Vegas Blvd S)",3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,1,1,2,1,1,Village Tavern (4201 Congress St),4,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
0,0,1,1,0,0,Michael's on Simcoe (100 Simcoe Street),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Rib Eye Jack's Ale House (6531 Mississauga Road),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,2,0,0,"Moxie's Grill & Bar (4950 Yonge St, Unit 105)",3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,1,1,Pinot Brasserie (3355 Las Vegas Blvd),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.
1,0,1,3,1,0,Donovan's Steak & Chop House (3101 E Camelback Rd),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Sushi Rock (2101 Richmond Rd),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Montana's BBQ & Bar (3065 Argentia Road),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Montana's BBQ & Bar (1495 Aerowood Dr),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,2,1,0,Big Red's Steaks (610 University Ave),4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,0,0,0,1,Medina Steak and Seafood Company (538 W Liberty St),3.5,"Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,0,0,0,0,Grill'n Go (1761 Rue Fleury Est),4,"Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,2,0,1,Fiesta Henderson (777 W Lake Mead Pkwy),2.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Mantini's Woodfired (1209 E Carson St),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,0,Black Angus Steakhouse (3250 Bloor Street W),2.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Handlebar J (7116 E Becker Ln),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,1,1,0,1,1,The Woodshed Restaurant (210 S Main St),3.5,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others."
0,0,1,1,0,1,Little Shmiddy's Hot Meat House (584 Parliament Street),4.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,0,1,1,0,Texas Roadhouse (8650 Duncan Ave),3.5,Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,1,1,1,Bill Johnson's Big Apple Restaurants (1330 N Dysart Rd),2.5,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Girves Brown Derby (18332 Bagley Rd),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Chejoys (355 Boulevard Curé-Labelle),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Tilted Grill (1800 4th Street SW),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,"Rôtisserie Scores (8900 Boulevard Leduc, Suite 10)",3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,Steak And Stone (2613 N Thunderbird Cir),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,1,0,1,Tornado Steak House (116 S Hamilton St),4,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,Webb Custom Kitchen (182 S South St),4.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,0,1,0,O Steak (9705 Boulevard de l'Acadie),4,The noise from TV may cause disturbance when customers talk with each others.
0,0,0,0,0,1,"Red The Steakhouse (600 Grant St, US Steel Tower)",3,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,Red Wheel Restaurant (741 Broadmeadow Rd),3,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Montana's BBQ & Bar (75 Consumers Dr),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Joe Vicari's Andiamo Italian Steakhouse (301 Fremont St),4.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Yokoso Japanese Steakhouse (153 E Bridge St),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,0,1,Noosa Bistro (9500 Diamond Centre Dr),3.5,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
